id,author_name,country
7540,Cyrus Greenholt,Accra
7541,Laci Barrows,Santo Domingo
7542,Olen Green,Belmopan
7543,Angelo Doyle,Manila
7544,Hue Bechtelar,Maseru
7545,Curt Hills,Islamabad
7546,Stacey Mayer,Jakarta
7547,Louvenia Gusikowski,Warsaw
7548,Leandro Klein,Kingston
7549,Brittanie Schaden,Chisinau
7550,Patricia Stanton,Ottawa
7551,Roni Rempel,New Delhi
7552,Bernardine Connelly,Tripoli
7553,Brandon Mayer,Bogota
7554,Melodi Toy,Nouakchott
7555,Drew Lubowitz,Maseru
7556,Xenia Kerluke,Ashgabat
7557,Bobbye Sawayn,Juba
7558,Pedro Schumm,Kathmandu
7559,Kathe Lubowitz,Palikir
7560,Peg Carter,Vaduz
7561,Rafael Bartoletti,Maputo
7562,Michel Kshlerin,Phnom Penh
7563,Sidney Koch,Lusaka
7564,Deshawn Block,Lusaka
7565,Brendon Kilback,Apia
7566,Jame Torphy,Andorra la Vella
7567,Vernita Kertzmann,Rabat
7568,Trevor Simonis,Vaiaku village
7569,Kimberly Schultz,Kigali
7570,Curt Harris,Panama City
7571,Tatiana Grant,Rabat
7572,Kory Metz,Paris
7573,Billy Lockman,Lusaka
7574,Valentine Green,Vilnius
7575,Ramon Rogahn,Dushanbe
7576,Carlos Cartwright,Brazzaville
7577,Seymour McCullough,Rabat
7578,Eugene O'Keefe,Kabul
7579,Jaclyn Morar,Oslo
7580,Clinton Herzog,Montevideo
7581,Garnet Koch,Khartoum
7582,Elmer Mills,Mbabane
7583,Wilfred Bauch,Thimphu
7584,Devon Wunsch,Port-of-Spain
7585,Orlando Larkin,Reykjavik
7586,Melissia Hilpert,Monaco
7587,Damion Gleason,Kingstown
7588,Johnathan Hettinger,Pyongyang
7589,Audra Carroll,Sarajevo
7590,Rayford Schiller,Mbabane
7591,Lekisha Wisoky,Dhaka
7592,Modesto Skiles,Honiara
7593,Raisa Gleason,Accra
7594,Felton Langworth,Beijing
7595,Tijuana Dooley,Brazzaville
7596,Bronwyn Collins,Lisbon
7597,Alexander Weber,Kingston
7598,Donovan Predovic,Beirut
7599,Clay Mayer,Guatemala City
7600,Newton Turner,Belgrade
7601,Edmund Legros,Budapest
7602,Johna Ondricka,Tegucigalpa
7603,Ethelyn Bradtke,Doha
7604,Rivka Conn,Cairo
7605,Keneth Heaney,Warsaw
7606,Marjory MacGyver,Vilnius
7607,Carylon Crooks,Astana
7608,Len Boehm,Castries
7609,Terrell DuBuque,Brussels
7610,Romelia Runolfsdottir,Belgrade
7611,Santina Pouros,Tunis
7612,Branden Torp,Kuwait City
7613,Van Okuneva,Prague
7614,Collette Moen,Prince
7615,Francis Price,Canberra
7616,Yoko Bruen,Manila
7617,Viviana Bartoletti,Havana
7618,Alexandria Spinka,Baghdad
7619,Rosendo Harris,N'Djamena
7620,Maximo Corwin,Skopje
7621,Tyler Gutmann,Porto-Novo
7622,Isadora Kulas,Vilnius
7623,Dario Schinner,Lima
7624,Tyron Kuhlman,Luxembourg
7625,Hong Berge,Abu Dhabi
7626,Neal Krajcik,Kingstown
7627,Ernest Lang,Singapore
7628,Arlie Legros,Tripoli
7629,Saundra Effertz,Asuncion
7630,Margret Harvey,Oslo
7631,Ismael Braun,Ottawa
7632,Virgil Toy,Oslo
7633,Sterling Ruecker,Ottawa
7634,Romana Schuppe,Jakarta
7635,Lannie Goldner,Montevideo
7636,Leo Feeney,Jakarta
7637,Robby Turcotte,Windhoek
7638,Luke Witting,Brasilia
7639,Les Terry,Sarajevo
7640,Tamiko Barton,Phnom Penh
7641,Berry Bogan,Muscat
7642,Doreen Feil,Panama City
7643,Sean Morissette,Victoria
7644,Isaac Sporer,Kigali
7645,Opal Kerluke,New Delhi
7646,Sharilyn Strosin,Sanaa
7647,Oscar Simonis,Hanoi
7648,Daren Blanda,Washington D.C.
7649,Jerrell Bahringer,Vientiane
7650,Sima Bechtelar,San Salvador
7651,Raul Bauch,Dushanbe
7652,Emilio Wiegand,Amman
7653,Augusta Dibbert,Seoul
7654,Patrice Bailey,Victoria
7655,Edmund McDermott,Accra
7656,Dale Pfeffer,Luxembourg
7657,Gerardo Hagenes,Bern
7658,Millard Roberts,Reykjavik
7659,Malisa Borer,Quito
7660,Vena Schoen,Montevideo
7661,Lyndsay Schumm,Bissau
7662,Vivian Grady,San Jose
7663,Reyes Bins,Nicosia
7664,Harold Dickinson,Abu Dhabi
7665,Darnell Waters,Phnom Penh
7666,Federico Orn,Mogadishu
7667,Claretha Douglas,Singapore
7668,Wendolyn Schroeder,Tehran
7669,Berry Dare,Juba
7670,Josef Leannon,Bissau
7671,Elfreda Kshlerin,Riyadh
7672,Judson Auer,Brussels
7673,Isabell Miller,Tbilisi
7674,Florencia Cormier,Berlin
7675,Daphine Skiles,Vatican City
7676,Rosaura Kling,Bogota
7677,Jonas Bosco,Manama
7678,Paulette Bode,Port Louis
7679,Kim Gottlieb,Reykjavik
7680,Berna Bahringer,Mexico City
7681,Shaniqua Hintz,Brasilia
7682,Marcelino Lynch,Santo Domingo
7683,Shavonda Bernhard,Roseau
7684,Darron Farrell,Lilongwe
7685,Sabrina Denesik,Vienna
7686,Dorsey Borer,Saint John's
7687,Gavin Stracke,Tallinn
7688,Jacob Gutkowski,Bissau
7689,Ronny Haag,Prague
7690,Gustavo Gerlach,Vilnius
7691,Delinda Streich,Moroni
7692,Lynwood Gottlieb,Castries
7693,Marilee Swaniawski,Saint George's
7694,Nakita Osinski,Copenhagen
7695,Eilene Gislason,Asuncion
7696,Jodie King,Mbabane
7697,Regine Strosin,Doha
7698,Claudio Cremin,Tokyo
7699,Shayna Trantow,Stockholm
7700,Fletcher Lynch,Brazzaville
7701,Laurie Hammes,Yaounde
7702,Felicita Dietrich,Bern
7703,Elisa Baumbach,Kinshasa
7704,Jesus Boyle,Bratislava
7705,Karin Bechtelar,Dakar
7706,Brain Brakus,Ankara
7707,Bernie Ledner,Lisbon
7708,Teena Lind,Harare
7709,Nan Wisozk,Tehran
7710,Mana Koelpin,Asuncion
7711,Maryalice Cole,Lisbon
7712,Soledad Von,Beijing
7713,Allyn Shields,Havana
7714,Shiloh Weissnat,Dublin
7715,Tristan Feil,Cairo
7716,Issac Mills,Monaco
7717,Elliot Emard,Harare
7718,Elly Anderson,Accra
7719,Markita White,Riyadh
7720,Young Turcotte,N'Djamena
7721,Ola Stamm,Lusaka
7722,Lucy Boehm,Windhoek
7723,Macie Senger,Suva
7724,Kia Schamberger,Banjul
7725,Arden Johnston,Zagreb
7726,Meridith Corwin,Vatican City
7727,Rickey Ledner,Jakarta
7728,Kaye Collins,Chisinau
7729,Hermila Collins,Luxembourg
7730,Raymond Simonis,Harare
7731,Evelynn Spinka,Monrovia
7732,Merry Legros,Victoria
7733,Mica Ward,Ulaanbaatar
7734,Ernestina Ankunding,Sarajevo
7735,Leatha Gulgowski,Santiago
7736,Ila Macejkovic,Islamabad
7737,Maxine Barton,Tunis
7738,Morgan Prosacco,Pristina
7739,Ethan Luettgen,Basseterre
7740,Brigitte Price,Port Louis
7741,Maira Collins,Port Louis
7742,Lynna Turcotte,Bern
7743,Tamar Waelchi,Manama
7744,Keith Towne,Skopje
7745,Thea Will,Apia
7746,Mathilde Braun,Antananarivo
7747,Leon Hahn,Singapore
7748,Quintin McDermott,Manama
7749,Mitchell O'Kon,Maputo
7750,Tuan Jacobson,Asuncion
7751,Perry Torphy,Luanda
7752,Noreen O'Hara,New Delhi
7753,Norbert Stehr,Malabo
7754,Owen Hackett,Colombo
7755,Sammy Metz,Tehran
7756,Taylor Hoeger,Apia
7757,Rodolfo Wiegand,Suva
7758,Shawnee Gleichner,Santiago
7759,Rufus Koss,Roseau
7760,Gus McGlynn,San Jose
7761,James Miller,New Delhi
7762,Claude Padberg,Ouagadougou
7763,Terrence Goodwin,Vatican City
7764,Cody Rosenbaum,Skopje
7765,Katherina D'Amore,Victoria
7766,Darron Ferry,Paris
7767,Rupert Kemmer,Andorra la Vella
7768,Merle Feeney,Baku
7769,Leslee Harber,Dakar
7770,Kiyoko Tremblay,Majuro
7771,Teddy Fay,Ashgabat
7772,Julius Ritchie,Colombo
7773,Thanh Gislason,Tehran
7774,Rocio Hills,Podgorica
7775,Katharyn Bode,Yaounde
7776,Wes Block,Prince
7777,Milan McLaughlin,Singapore
7778,Yesenia Stracke,Asuncion
7779,Aleida Glover,Palikir
7780,Leland Graham,Prague
7781,Rachal Feeney,Freetown
7782,Yolanda Herzog,Hanoi
7783,Tabitha Ruecker,Roseau
7784,Leanora Dooley,Georgetown
7785,Geneva Connelly,Madrid
7786,Greg Mills,Santo Domingo
7787,Mamie Davis,Mogadishu
7788,Na Shields,Budapest
7789,Ahmad Langworth,Muscat
7790,Kurtis Ryan,Lome
7791,Perry McCullough,Amman
7792,Duane Durgan,Lome
7793,Jeffry Blanda,Beirut
7794,Columbus Mertz,Lima
7795,Octavio Larkin,Bern
7796,Ula Erdman,Tegucigalpa
7797,Elizebeth Homenick,Manama
7798,Willard Bernhard,Lisbon
7799,Orlando Cummings,Hanoi
7800,Steven Braun,Kathmandu
7801,Lacresha Block,Amman
7802,Aurea Ferry,Gaborone
7803,Damian Kilback,Abuja
7804,Darrell Langworth,Tarawa Atoll
7805,Maxine Purdy,Bamako
7806,Suzanne O'Kon,Caracas
7807,Lyndon Mills,Dublin
7808,Elva Kunze,Tbilisi
7809,Jonathan Rippin,Gaborone
7810,Courtney Gutmann,Panama City
7811,Gale Feeney,Dhaka
7812,Gabriele Wisozk,Moroni
7813,Leon Padberg,Harare
7814,Federico DuBuque,Kampala
7815,Enid Pfannerstill,Brasilia
7816,Keith Parker,Seoul
7817,Belen Runolfsdottir,Quito
7818,Kennith Grady,Skopje
7819,Rosena Schultz,Luanda
7820,Hallie Haley,Maseru
7821,Carlton Carroll,Monaco
7822,Dominga Bins,Asmara
7823,Woodrow Bednar,Oslo
7824,Terese Berge,Warsaw
7825,Gaylene Labadie,Harare
7826,Manual Harvey,N'Djamena
7827,Art Kihn,Victoria
7828,Caitlin Muller,Dakar
7829,Mika Osinski,Reykjavik
7830,Mammie McGlynn,Ashgabat
7831,Virgina Mante,Maseru
7832,Modesto Barrows,Riyadh
7833,Gertha McCullough,Monaco
7834,Veta Legros,Ashgabat
7835,Cris Dietrich,Beijing
7836,Tyler Emard,Bandar Seri Begawan
7837,Arlen Bailey,Maseru
7838,Antonia Stehr,Wellington
7839,Daysi Dibbert,Skopje
7840,Cari Marquardt,Khartoum
7841,Barbara Mueller,Lisbon
7842,Long Aufderhar,Prince
7843,Vern Abernathy,Moscow
7844,Guillermo Erdman,Oslo
7845,Mike Stark,Podgorica
7846,Irvin Gibson,Havana
7847,Cory Kautzer,Abu Dhabi
7848,Wesley Parker,Kinshasa
7849,Riley Cummerata,Kabul
7850,Toby Toy,Baku
7851,Herbert Bayer,Tbilisi
7852,Hannelore Paucek,Bishkek
7853,Leatrice Lesch,Thimphu
7854,Angelia Hane,Praia Bangui
7855,Cary Corkery,Apia
7856,Sunday Leffler,Belgrade
7857,Duncan Keebler,N'Djamena
7858,Christian Harvey,Beijing
7859,Latoyia Walsh,Lome
7860,Kenia Tromp,Bandar Seri Begawan
7861,Cori Jacobs,Luxembourg
7862,Edythe O'Kon,Vienna
7863,Sherilyn Casper,Tokyo
7864,Vance Langworth,Moroni
7865,Scarlett Daugherty,Amman
7866,Kerry Labadie,Kuwait City
7867,Clark Kunze,Bishkek
7868,Elbert Kunze,Manama
7869,Ernestina Oberbrunner,Cairo
7870,Denita Stracke,Dublin
7871,Verda Bradtke,Moroni
7872,Wendell Cremin,Baku
7873,Deeann Schmidt,Vaduz
7874,Gabriele Prosacco,Dushanbe
7875,Karyn Hickle,Baghdad
7876,Retta Gerhold,Antananarivo
7877,Mina Schultz,Havana
7878,Chi Brakus,Vilnius
7879,Garry Dickinson,Riga
7880,Rudolf Gerhold,Brazzaville
7881,Bruno Hodkiewicz,Gaborone
7882,Buster Leannon,Lusaka
7883,Arnoldo Gulgowski,Washington D.C.
7884,Ricky Hettinger,Kuala Lumpur
7885,Rachelle Heaney,Tunis
7886,Kizzy Greenholt,Tokyo
7887,Leesa Morissette,Hanoi
7888,Lindsey Jacobson,Basseterre
7889,Mario Zieme,Skopje
7890,Ross Pfeffer,Tehran
7891,Tonita Bauch,Islamabad
7892,Marna Schmidt,Podgorica
7893,Carl Stracke,Banjul
7894,Alejandro Cartwright,Hanoi
7895,Mamie Dickinson,Tokyo
7896,Olen Murphy,Podgorica
7897,Ervin Kohler,Zagreb
7898,Thurman Bernier,Madrid
7899,Lynn Hahn,Santo Domingo
7900,Ward Funk,Bishkek
7901,Rogelio Jast,Warsaw
7902,Josefina Watsica,Saint John's
7903,Brittaney Sawayn,Lima
7904,Sherise Jaskolski,Warsaw
7905,Seth Hartmann,London
7906,Burl Ebert,Gaborone
7907,Mila Maggio,Rome
7908,Kelly Bernhard,Lilongwe
7909,Errol Green,Port Louis
7910,Pat Gleason,Addis Ababa
7911,Laurie Kunze,Quito
7912,Delois Lueilwitz,Kingstown
7913,Fidelia Hills,Ottawa
7914,Jasmin Nolan,Luxembourg
7915,Lenny Bergstrom,Oslo
7916,Gonzalo Becker,Sanaa
7917,Clarissa Koss,Santiago
7918,Sanjuana Hauck,Kampala
7919,Margo Bogan,Warsaw
7920,Herta Boehm,Port-of-Spain
7921,Kathern Wolff,Ashgabat
7922,Glinda Nolan,Reykjavik
7923,Dorsey Hudson,Tallinn
7924,Latonya Abbott,Guatemala City
7925,Bernie Hand,Bucharest
7926,Cherise Kemmer,Lisbon
7927,Lacresha Torp,Yerevan
7928,Jeremy Frami,Ottawa
7929,Alethea Hessel,Hanoi
7930,Melody Turcotte,Kingstown
7931,Woodrow McClure,Kathmandu
7932,Julian Carter,Singapore
7933,Van Welch,Tegucigalpa
7934,Kendall Johns,Port Louis
7935,Tambra Marvin,Addis Ababa
7936,Vincenzo Pollich,Ankara
7937,Gil Keebler,Port Moresby
7938,Titus Zieme,Suva
7939,Mike Hills,Port-of-Spain
7940,Mindy Smitham,Lome
7941,Leroy Rippin,Kigali
7942,Leandro Schumm,Rabat
7943,Randolph Legros,Beijing
7944,Wanda Effertz,Ouagadougou
7945,Hyacinth Towne,Saint George's
7946,Christiane Ullrich,Yaounde
7947,Letha Hintz,Buenos Aires
7948,Mikel Ferry,Palikir
7949,Ahmad Dicki,Luanda
7950,Clarence Upton,Yaounde
7951,Rocco Hackett,Athens
7952,Candra Schmeler,Nairobi
7953,Heriberto Predovic,Brazzaville
7954,Stewart Mann,Algiers
7955,Claudio Mitchell,New Delhi
7956,Olive Halvorson,San Salvador
7957,Deangelo D'Amore,Victoria
7958,Kenton Schmeler,Madrid
7959,Darcie Senger,Bratislava
7960,Raquel Hills,Freetown
7961,Tyrone Stamm,Vatican City
7962,Veronique Wiegand,Warsaw
7963,Lizbeth Wilkinson,Amman
7964,Fred McDermott,Libreville
7965,Tempie Konopelski,Helsinki
7966,Norris Heidenreich,Vaiaku village
7967,Christie Wolf,Maputo
7968,Vikki Frami,Athens
7969,Reda Gerlach,Washington D.C.
7970,Hai Bartell,Hanoi
7971,Milford Doyle,Pyongyang
7972,Maryln Schulist,Bucharest
7973,Louie Von,Melekeok
7974,Cassondra Denesik,Ouagadougou
7975,Bianca Bartell,Lisbon
7976,Rozella Wiegand,Cairo
7977,Rayna Rath,Sao Tome
7978,Mathilda Kovacek,Valletta
7979,Darwin Auer,Cairo
7980,Ashlee Carter,Majuro
7981,Ellsworth Langosh,Montevideo
7982,Kip Pfeffer,Panama City
7983,Marivel Balistreri,Kabul
7984,Rosalie Klein,Sofia
7985,Romelia Boehm,Phnom Penh
7986,Lester Dietrich,Juba
7987,Williams Jakubowski,Porto-Novo
7988,Darius Mertz,Baku
7989,Kieth Larkin,Yerevan
7990,Troy Kemmer,Tashkent
7991,Traci Marks,Juba
7992,Trudy Wolff,Rabat
7993,Frederic Rodriguez,Oslo
7994,Chrystal Boehm,Beirut
7995,Cody Cole,Guatemala City
7996,Shemeka Waters,Palikir
7997,Tonja Hodkiewicz,Muscat
7998,Rachel Nitzsche,Basseterre
7999,Thalia Marks,Bamako
8000,Eartha Johns,Bujumbura
8001,Erwin Gusikowski,Sao Tome
8002,Trent Bechtelar,Tripoli
8003,Ellsworth Fay,Brasilia
8004,Willie Rogahn,Mogadishu
8005,Judson Gerlach,Reykjavik
8006,Martha Corwin,Pristina
8007,Kary Hagenes,Bissau
8008,Shayne Purdy,Dublin
8009,Jim Deckow,Malabo
8010,Wayne Kuphal,Freetown
8011,Malka Cartwright,Bern
8012,Brigid Okuneva,Malabo
8013,Juan Toy,Male
8014,Gene Cartwright,Canberra
8015,April Ferry,Taipei
8016,Beverly Schneider,Tokyo
8017,Lino Robel,Basseterre
8018,Leonel Littel,Astana
8019,Walker Nikolaus,Bridgetown
8020,Maggie Kris,Vienna
8021,Cathrine Pfeffer,Porto-Novo
8022,Ileen Kling,Astana
8023,Juan O'Hara,Dakar
8024,Latanya Wolf,Jakarta
8025,Frida Terry,Berlin
8026,Stefani Becker,Tunis
8027,Chauncey Harvey,Bern
8028,Kenneth Williamson,Podgorica
8029,Verdie Hoeger,Nairobi
8030,Consuela Nolan,Asmara
8031,Vern Kuphal,Port Moresby
8032,Gail Schmeler,Abu Dhabi
8033,Will Wuckert,Brasilia
8034,Tyrone Oberbrunner,Harare
8035,John Murray,Port-Vila
8036,Elvira Wiegand,Asmara
8037,Emile O'Keefe,Washington D.C.
8038,Elyse Bruen,Ljubljana
8039,Wiley Moore,Riyadh
8040,Blanca Dach,Helsinki
8041,Clifton Bernier,Conakry
8042,Katelynn McKenzie,Moscow
8043,Ira Barton,Taipei
8044,Robbin Keebler,Bogota
8045,Joycelyn Emard,Monaco
8046,Elmo Abshire,Belmopan
8047,Guy Cummerata,Tokyo
8048,Leonora Schowalter,Bandar Seri Begawan
8049,Ashanti Lemke,Panama City
8050,Hyacinth Little,Cairo
8051,Aurore Ferry,Nairobi
8052,Riva Cassin,Saint George's
8053,Nathanael Waelchi,Ottawa
8054,Carey Rice,Hanoi
8055,Yanira Hauck,Kingston
8056,Rhea O'Reilly,Brussels
8057,Adaline Hagenes,Jakarta
8058,Cecil Gleichner,Tegucigalpa
8059,Alfredo Blanda,Maputo
8060,Amos Prohaska,Abuja
8061,Jazmin Stanton,Mexico City
8062,Myrta Weissnat,Dhaka
8063,Patsy Wilderman,Tirana
8064,Vicenta Morissette,Kampala
8065,Ben Schumm,Tashkent
8066,Randell Lemke,Lima
8067,Tony Muller,Porto-Novo
8068,Tommie Hyatt,Vilnius
8069,Keesha King,Riga
8070,Milan Friesen,Vienna
8071,Wanda Rolfson,Oslo
8072,Beth Hettinger,Sanaa
8073,Roger Doyle,Lima
8074,Cathy Witting,Lima
8075,Allan Kulas,Muscat
8076,Brittny Kassulke,Hanoi
8077,Dannie Tromp,Male
8078,Reina Adams,Ulaanbaatar
8079,Jackie Runte,Jakarta
8080,Jolanda Beatty,Saint John's
8081,Evita Wiegand,Roseau
8082,Darlena Kutch,Andorra la Vella
8083,Onie Hoeger,San Jose
8084,Omer Krajcik,Podgorica
8085,Barton Erdman,Antananarivo
8086,Laverne Kutch,Freetown
8087,Josephine Dooley,Tallinn
8088,Mason Christiansen,Nassau
8089,Matthew Kunze,Freetown
8090,Clare Paucek,Dakar
8091,Olen Hauck,Victoria
8092,Rosendo Boehm,Lome
8093,Jame Upton,Andorra la Vella
8094,Johnny Schaden,Ljubljana
8095,Dale Cremin,Chisinau
8096,Chase Harber,Bishkek
8097,Keena Reinger,Doha
8098,Ronda Bogan,Sarajevo
8099,Malorie Lindgren,Beirut
8100,Erasmo Rippin,Kingston
8101,Russel Lang,Palikir
8102,Mauro Kutch,Dakar
8103,Renata Runte,Guatemala City
8104,Maximo Miller,Warsaw
8105,Latosha Gerlach,Beirut
8106,Jacqulyn Hagenes,Madrid
8107,Loralee Moen,Kathmandu
8108,Jackelyn Champlin,Sofia
8109,Margarito Borer,Beijing
8110,Gwyneth Swaniawski,Stockholm
8111,Whitney Glover,Asuncion
8112,Tobie Harber,Antananarivo
8113,Jessika Johns,Kigali
8114,Dorris Schaden,Bissau
8115,Domenic Lowe,Luanda
8116,Luke Langosh,Nicosia
8117,Concepcion VonRueden,Prague
8118,Marshall Berge,Seoul
8119,Marlys Mueller,Copenhagen
8120,Raymon Medhurst,San Salvador
8121,Josephina Howell,Cairo
8122,Noe Padberg,Luanda
8123,Vivan Emard,Monaco
8124,Lizabeth Cartwright,Jakarta
8125,Debora Mraz,Astana
8126,Santos Klein,Kathmandu
8127,Simon Keeling,Dili
8128,Dollie Hamill,Dakar
8129,Corey Satterfield,Canberra
8130,Lindsey Lynch,Conakry
8131,Dewey Hodkiewicz,Windhoek
8132,Jamie Berge,Bujumbura
8133,Elana Schulist,Luxembourg
8134,Rick Smitham,Lilongwe
8135,Vernetta Okuneva,Oslo
8136,Rob Parisian,Luanda
8137,Marx Romaguera,Rome
8138,Emmett King,Amman
8139,Salvador Bartell,Tashkent
8140,Nicola Wisozk,Lome
8141,Kandy Tromp,Paramaribo
8142,Joette Dietrich,Nicosia
8143,Jadwiga Waters,Minsk
8144,Federico Balistreri,Phnom Penh
8145,Pennie Runolfsson,Bamako
8146,Isaiah Klein,Bogota
8147,Chuck Grimes,Santo Domingo
8148,Serita Mante,Vientiane
8149,Mary O'Connell,Mexico City
8150,Charlette Ondricka,London
8151,Willie Weber,Dublin
8152,Elvia Hagenes,Bishkek
8153,Ja Heathcote,Santiago
8154,Sparkle Rolfson,Athens
8155,Leonard Greenholt,Victoria
8156,Misty Hane,Canberra
8157,Brigette Hauck,Roseau
8158,Omega Rowe,Addis Ababa
8159,Wendolyn McCullough,Ouagadougou
8160,Gerald Durgan,Caracas
8161,Lucretia Paucek,Athens
8162,Earleen Keebler,Tripoli
8163,Loida Herman,Dar es Salaam
8164,Ross Koepp,Palikir
8165,Quinn Christiansen,Moroni
8166,Jan Crist,London
8167,Ona O'Kon,Minsk
8168,Lorette Stehr,Conakry
8169,Marquis Boehm,Ljubljana
8170,Rosario Auer,Beirut
8171,Hermila Emmerich,Maputo
8172,Sherlene Haley,Managua
8173,Petra Stokes,Tashkent
8174,Cathi Casper,Lusaka
8175,Marlin Emmerich,Port-of-Spain
8176,Al Hoeger,Sao Tome
8177,Yong Collier,Santiago
8178,Lola Johnson,Islamabad
8179,Cameron Schuster,Libreville
8180,Sari Klocko,Podgorica
8181,Ela Veum,Bern
8182,Werner Conroy,Banjul
8183,Dylan Koepp,Paris
8184,Dollie Hyatt,San Marino
8185,Nancee MacGyver,Oslo
8186,Yu Bradtke,Damascus
8187,Delmer Klocko,Dushanbe
8188,Carrol Cruickshank,Gaborone
8189,Felicita Hackett,Antananarivo
8190,Lizabeth Kuphal,Dili
8191,Adan Leffler,Skopje
8192,Tomiko Sauer,Kinshasa
8193,Maurice Osinski,Baku
8194,Floria O'Reilly,Muscat
8195,Amado Daniel,Vaiaku village
8196,Rodolfo Predovic,Jerusalem
8197,Classie Batz,Baku
8198,Tosha Beer,Mexico City
8199,Son Bashirian,Kathmandu
8200,Mavis Stokes,Washington D.C.
8201,Michael Koch,New Delhi
8202,Mark Kulas,Jakarta
8203,Caryn Yundt,Kuwait City
8204,Jay Denesik,Gaborone
8205,Terence Gerhold,Jerusalem
8206,Jared Bruen,Islamabad
8207,Vaughn Gibson,Wellington
8208,Olin Feest,Kingston
8209,Susannah Quigley,Ouagadougou
8210,Merle Rohan,Copenhagen
8211,Marissa Rohan,Beirut
8212,Raleigh Johnston,Honiara
8213,Raymond Hodkiewicz,Djibouti
8214,Emory Zboncak,Sofia
8215,Eric Zieme,Vaduz
8216,Marianna Abshire,Stockholm
8217,Jordan Price,Kampala
8218,Elwood Medhurst,Stockholm
8219,Rachell McGlynn,Bishkek
8220,Adrianna Schamberger,Kathmandu
8221,Brendan Kuhic,Abu Dhabi
8222,Demetrius King,Guatemala City
8223,Nickolas Medhurst,Lusaka
8224,Chau Lubowitz,Rome
8225,Velvet Mills,Amman
8226,Adam Volkman,Saint John's
8227,Lauren Little,Lome
8228,Lorenzo Cartwright,Tunis
8229,Mark Hettinger,Accra
8230,Charles Spencer,Mexico City
8231,Odessa Schowalter,San Marino
8232,Romona Wintheiser,Melekeok
8233,Lon Beer,London
8234,Hobert Batz,Yerevan
8235,Shelton Schneider,Thimphu
8236,Roni Legros,Sarajevo
8237,Palmira Kunde,Tirana
8238,Dorian Ernser,Belmopan
8239,Kareem Gerhold,Belmopan
8240,Robin Weimann,Nairobi
8241,Victor Grant,Tokyo
8242,Cole Leuschke,Tokyo
8243,Merrill Sauer,Banjul
8244,Eduardo Strosin,Antananarivo
8245,Gilberto Sawayn,Mbabane
8246,Dirk Lesch,Valletta
8247,Melvin Schowalter,Belgrade
8248,Ezra Spencer,Luanda
8249,Jeana Harvey,Ulaanbaatar
8250,Dong Reichert,Bandar Seri Begawan
8251,Claretha Bosco,Djibouti
8252,Scarlett Hartmann,Brussels
8253,Mamie Daugherty,Jakarta
8254,Veola Bailey,Castries
8255,Jimmie Muller,Harare
8256,Jackson Kemmer,Kuala Lumpur
8257,Signe Barrows,Melekeok
8258,Deloras Hoeger,Monrovia
8259,Cleotilde Collins,Riyadh
8260,Lindsay Mraz,Lilongwe
8261,Etha Heathcote,Bangkok
8262,Marco Walsh,Bangkok
8263,Jamison Gerlach,Lisbon
8264,Franklin McClure,Male
8265,Shane Lind,Amman
8266,Maricela Goldner,Nouakchott
8267,Luann Wilderman,Muscat
8268,Maria Jones,Port-of-Spain
8269,Dorathy Murray,Paris
8270,Tyree Kohler,London
8271,Alpha Koss,Budapest
8272,Lawerence Schmidt,Bishkek
8273,Donna Hammes,Vatican City
8274,Elicia Conroy,Ljubljana
8275,Mac Braun,Vientiane
8276,Cinthia Mann,Dili
8277,Marcel Marks,Luanda
8278,Len Lehner,Ankara
8279,Claudie Balistreri,Seoul
8280,Lauren Spencer,Tallinn
8281,Duane Quitzon,Tokyo
8282,Owen Price,Singapore
8283,Hung Spencer,Minsk
8284,Dominick Kerluke,Dhaka
8285,Nieves Greenholt,Mexico City
8286,Collin Schaden,Santo Domingo
8287,Wilbert Thiel,London
8288,Iva Yost,Nuku'alofa
8289,Kim Kunze,Kabul
8290,Carrol Becker,Ashgabat
8291,Shemeka Dare,Sofia
8292,Luisa Hilll,Copenhagen
8293,Rachael Cruickshank,Hanoi
8294,Stan Lubowitz,London
8295,Winona Morar,Luanda
8296,Chantel Legros,Budapest
8297,Zetta Brown,Tallinn
8298,Roosevelt Ratke,Ashgabat
8299,Latonya Barrows,Accra
8300,Meaghan Miller,Belgrade
8301,Loyce Parisian,Tehran
8302,Junko Hegmann,Monrovia
8303,Sanford Morissette,Majuro
8304,Margarito Cummings,Tarawa Atoll
8305,Genevie Pfeffer,Honiara
8306,Roman Gulgowski,Santiago
8307,Lavinia Stehr,Riyadh
8308,Austin Runolfsson,Saint George's
8309,Melia Hodkiewicz,Monrovia
8310,Ardelle Kuhn,Sanaa
8311,Felisha Effertz,Amman
8312,Deetta Mills,Antananarivo
8313,Javier Will,San Salvador
8314,Tommie Herman,Georgetown
8315,Elmer Hyatt,Nassau
8316,Bibi Cummings,London
8317,Maynard Simonis,Kyiv
8318,Bobbye Krajcik,Windhoek
8319,Casey Gibson,Bandar Seri Begawan
8320,Ward Marks,Lome
8321,Shawnee Brown,Luxembourg
8322,Rea Steuber,San Marino
8323,Charles Lesch,Thimphu
8324,Gwenda Kuhic,Havana
8325,Arianna Ziemann,Malabo
8326,Horacio Lang,Port Louis
8327,Kelvin Swaniawski,Astana
8328,Melani Bogisich,Dhaka
8329,Luciana Huels,Ulaanbaatar
8330,Letha Kassulke,Thimphu
